Rt,Inst,home,an_inc,ver,pur,dti,del,pb_rc,rev_bal,rev_util,class
0.1596,421.65,RENT,50000,Not Verified,car,20.88,0,0,15793,0.908,NotPaid
0.0991,386.7,RENT,46000,Not Verified,credit_card,8.11,0,0,12143,0.521,Paid
0.1991,555.33,RENT,50000,Verified,debt_consolidation,21.58,0,0,19448,0.976,NotPaid
0.1991,423.11,RENT,81000,Verified,credit_card,20.52,0,0,27884,0.751,Paid
0.1242,334.16,OWN,39000,Not Verified,debt_consolidation,18.58,0,0,12874,0.727,Paid
0.1065,325.74,RENT,51400,Not Verified,credit_card,19.14,0,0,10160,0.591,Paid
0.1677,252.33,MORTGAGE,33000,Verified,debt_consolidation,24,0,0,6021,0.912,Paid
0.1269,293.74,MORTGAGE,30000,Source Verified,debt_consolidation,13.72,0,0,17080,0.589,Paid
0.1727,223.74,RENT,40000,Verified,small_business,19.47,0,0,10724,0.589,Paid
0.1465,417.25,RENT,50000,Source Verified,debt_consolidation,16.46,0,0,6661,0.574,Paid
0.1677,284.31,RENT,62000,Not Verified,debt_consolidation,21.64,0,0,6088,0.669,Paid
0.1065,215.69,RENT,45996,Verified,debt_consolidation,21.73,0,0,11170,0.301,NotPaid
0.1065,114.01,MORTGAGE,55000,Not Verified,debt_consolidation,5.39,0,0,6611,0.459,Paid
0.1727,223.11,RENT,30000,Source Verified,debt_consolidation,13.16,0,1,9844,0.708,NotPaid
0.1427,563.53,RENT,44544,Source Verified,debt_consolidation,22.71,0,0,15747,0.834,Paid
0.2128,223.14,RENT,75000,Source Verified,small_business,12.48,0,0,9012,0.739,NotPaid
0.1465,517.42,OWN,61000,Verified,credit_card,11.88,0,0,19397,0.795,Paid
0.1758,341.63,MORTGAGE,44000,Verified,credit_card,18.79,0,1,20657,0.794,Paid
0.1677,227.45,RENT,75000,Not Verified,debt_consolidation,20.22,0,0,7159,0.675,NotPaid
0.1349,101.8,RENT,33600,Not Verified,debt_consolidation,18.11,0,0,2745,0.832,Paid
0.1677,426.47,RENT,50000,Not Verified,credit_card,20.57,0,0,11443,0.97,Paid
0.089,457.25,OWN,150000,Source Verified,debt_consolidation,14.85,0,0,63864,0.55,Paid
0.1465,413.94,RENT,90000,Not Verified,debt_consolidation,16.56,0,0,17116,0.785,Paid
0.1349,373.24,MORTGAGE,48000,Verified,debt_consolidation,21.82,0,0,11382,0.65,Paid
0.2167,197.51,RENT,75000,Verified,debt_consolidation,24.82,0,1,21706,0.912,Paid
0.079,469.36,MORTGAGE,52000,Not Verified,small_business,9.65,0,0,1616,0.067,Paid
0.1991,475.99,MORTGAGE,65000,Not Verified,debt_consolidation,6.81,0,0,11745,0.778,Paid
0.1727,551.84,MORTGAGE,150000,Verified,home_improvement,7.51,0,0,7334,0.533,Paid
0.1427,343.09,RENT,68000,Source Verified,credit_card,15.39,0,0,11303,0.813,Paid
0.1269,395.83,RENT,42000,Source Verified,credit_card,9.86,0,0,8940,0.748,Paid
0.0603,136.96,RENT,53000,Source Verified,major_purchase,4.44,0,0,8630,0.139,Paid
0.1269,234.82,RENT,35000,Source Verified,credit_card,11.35,0,0,7649,0.823,Paid
0.1242,307.43,RENT,60000,Source Verified,debt_consolidation,19.96,0,0,23299,0.787,Paid
0.1065,97.06,MORTGAGE,42000,Source Verified,car,5.4,0,0,8220,0.783,Paid
0.1629,423.61,RENT,88365,Verified,debt_consolidation,16.85,0,0,22936,0.964,Paid
0.1349,407.17,RENT,72000,Source Verified,debt_consolidation,21.33,0,0,3419,0.276,Paid
0.1065,390.88,RENT,62000,Verified,credit_card,23.94,0,0,20310,0.784,Paid
0.1065,228.02,MORTGAGE,43680,Not Verified,credit_card,5.38,0,0,6245,0.781,Paid
0.1942,214.62,RENT,120000,Source Verified,debt_consolidation,2.8,0,0,10392,0.884,Paid
0.1269,352.23,RENT,66000,Verified,medical,20.73,1,0,5790,0.512,Paid
0.1171,231.54,OWN,39120,Not Verified,debt_consolidation,21.01,0,1,9414,0.524,Paid
0.1171,282.86,MORTGAGE,47800,Verified,debt_consolidation,10.04,0,0,16447,0.463,Paid
0.1727,437.47,MORTGAGE,45000,Not Verified,credit_card,21.31,0,0,20129,0.861,NotPaid
0.0603,106.53,MORTGAGE,83000,Verified,car,2.31,0,0,3092,0.134,Paid
0.0991,199.8,RENT,25000,Not Verified,debt_consolidation,20.64,0,0,6533,0.477,NotPaid
0.1758,402.65,RENT,65000,Not Verified,debt_consolidation,15.56,0,0,21166,0.871,Paid
0.089,190.52,OWN,28800,Not Verified,debt_consolidation,13.17,0,0,5269,0.368,Paid
0.0991,232.02,RENT,135000,Not Verified,credit_card,6.12,0,0,16627,0.796,Paid
0.089,301.66,MORTGAGE,50000,Not Verified,credit_card,8.18,0,0,13422,0.605,Paid
0.1677,465.53,RENT,38000,Verified,debt_consolidation,23.18,0,0,11004,0.797,NotPaid
0.1065,781.76,RENT,45000,Verified,debt_consolidation,14.8,0,0,24708,0.552,Paid
0.1349,203.59,RENT,80000,Not Verified,debt_consolidation,11.58,0,0,15499,0.838,Paid
0.1349,203.59,RENT,50000,Not Verified,debt_consolidation,15.38,0,0,15191,0.915,Paid
0.1242,70.18,MORTGAGE,30000,Not Verified,vacation,19.72,0,0,12183,0.829,Paid
0.0662,168.88,MORTGAGE,110000,Verified,small_business,9.69,0,0,14136,0.219,Paid
0.0662,337.75,OWN,45608,Source Verified,debt_consolidation,20.5,0,0,10677,0.587,Paid
0.2089,723.38,MORTGAGE,120000,Verified,debt_consolidation,12.15,0,0,14772,0.48,Paid
0.1269,268.36,MORTGAGE,35000,Not Verified,debt_consolidation,10.05,0,0,6842,0.977,Paid
0.1825,362.78,RENT,75000,Source Verified,credit_card,24.14,0,0,22828,0.963,NotPaid
0.1171,264.61,MORTGAGE,35000,Verified,credit_card,9.7,0,0,6142,0.465,Paid
0.089,317.54,RENT,24000,Verified,debt_consolidation,7,0,0,6734,0.495,Paid
0.1171,396.92,MORTGAGE,126000,Not Verified,debt_consolidation,13.32,0,0,32711,0.541,Paid
0.079,312.91,RENT,43000,Not Verified,debt_consolidation,25.26,0,0,8215,0.372,Paid
0.0991,386.7,RENT,50000,Not Verified,debt_consolidation,16.44,0,0,14335,0.293,Paid
0.1349,575.12,MORTGAGE,67000,Verified,credit_card,14.15,0,0,15319,0.912,NotPaid
0.1065,643.33,RENT,45000,Verified,debt_consolidation,22.8,0,0,16576,0.542,NotPaid
0.0991,322.25,RENT,31200,Source Verified,debt_consolidation,14.81,0,0,5540,0.27,Paid
0.1242,456.12,RENT,66000,Verified,debt_consolidation,24.09,0,0,8933,0.565,Paid
0.1991,312.04,RENT,52000,Verified,debt_consolidation,20.7,0,0,29178,0.876,NotPaid
0.079,563.23,RENT,56964,Source Verified,debt_consolidation,27.55,0,0,17381,0.766,Paid
0.1427,85.78,RENT,49500,Source Verified,debt_consolidation,10.33,0,0,9868,0.377,Paid
0.203,559.89,RENT,70000,Verified,credit_card,23.21,0,0,12508,0.707,Paid
0.089,1111.37,MORTGAGE,125000,Verified,debt_consolidation,22.71,0,0,9051,0.348,Paid
0.0751,311.11,RENT,33000,Not Verified,credit_card,9.75,0,0,68,0.006,Paid
0.1269,234.82,RENT,30000,Source Verified,credit_card,15.8,0,0,15455,0.476,Paid
0.1596,843.3,MORTGAGE,90000,Source Verified,home_improvement,9.17,0,0,30952,0.712,NotPaid
0.0751,330.56,MORTGAGE,23000,Not Verified,medical,18.89,0,0,7114,0.434,Paid
0.1465,172.48,RENT,24000,Source Verified,debt_consolidation,18.3,0,0,2429,0.333,Paid
0.0662,271.73,RENT,62000,Source Verified,credit_card,17.71,0,0,9466,0.359,Paid
0.0751,198.34,RENT,44000,Source Verified,debt_consolidation,4.8,0,0,6324,0.58,Paid
0.1171,198.46,RENT,90000,Not Verified,credit_card,2.97,1,0,8489,0.566,Paid
0.0662,340.82,RENT,41000,Verified,credit_card,29.85,0,0,17518,0.623,NotPaid
0.1269,225.95,MORTGAGE,56000,Source Verified,debt_consolidation,10.82,0,0,10081,0.312,Paid
0.0603,188.71,MORTGAGE,26500,Not Verified,small_business,18.2,0,0,2982,0.16,Paid
0.1864,547.12,RENT,54000,Not Verified,debt_consolidation,19.69,0,0,15183,0.903,Paid
0.1171,138.92,RENT,53000,Not Verified,other,16.91,0,0,8336,0.797,Paid
0.1427,480.33,RENT,52800,Not Verified,debt_consolidation,7.36,0,0,13378,0.708,Paid
0.0751,276.11,MORTGAGE,38000,Not Verified,debt_consolidation,23.53,0,0,19056,0.621,Paid
0.0991,435.04,RENT,38000,Verified,debt_consolidation,12.38,0,0,16023,0.673,Paid
0.0991,386.7,RENT,42000,Not Verified,debt_consolidation,7.83,0,0,9749,0.654,NotPaid
0.1991,423.11,RENT,55000,Verified,debt_consolidation,15.8,0,0,7743,0.724,Paid
0.1942,565.32,MORTGAGE,60000,Source Verified,debt_consolidation,16.74,1,0,13354,0.781,Paid
0.1065,195.44,MORTGAGE,87000,Not Verified,home_improvement,12.86,2,0,11739,0.405,Paid
0.1677,208.97,OWN,25000,Verified,debt_consolidation,22.51,0,0,17614,0.835,Paid
0.1349,460.1,RENT,82000,Not Verified,credit_card,17.68,0,0,26693,0.614,Paid
0.1171,330.76,RENT,60000,Not Verified,debt_consolidation,22.08,0,0,5626,0.293,NotPaid
0.1629,423.61,MORTGAGE,80000,Verified,credit_card,18.18,0,0,29609,0.972,Paid
0.1349,309.99,RENT,25000,Verified,credit_card,21.89,0,0,9943,0.658,NotPaid
0.1242,240.59,RENT,48000,Not Verified,major_purchase,17.43,0,0,16450,0.802,Paid
0.1465,193.17,MORTGAGE,85000,Not Verified,debt_consolidation,12.24,1,0,6812,0.908,NotPaid
0.1427,411.71,RENT,57000,Verified,debt_consolidation,10.86,0,0,9273,0.815,Paid
0.0603,258.71,RENT,25000,Not Verified,credit_card,1.73,0,0,2463,0.28,Paid
0.0991,257.8,RENT,34000,Source Verified,credit_card,18.28,0,0,7434,0.785,Paid
0.1242,267.33,RENT,40000,Not Verified,credit_card,15,0,0,18601,0.882,Paid
0.1527,382.92,RENT,42656.4,Source Verified,debt_consolidation,17.44,0,0,12830,0.923,Paid
0.1727,536.81,MORTGAGE,44400,Source Verified,house,3.59,1,1,4582,0.916,Paid
0.0991,322.25,OWN,30000,Not Verified,debt_consolidation,11.24,0,0,9152,0.668,Paid
0.0662,307.04,MORTGAGE,70000,Not Verified,credit_card,16.78,0,0,10770,0.69,Paid
0.1465,275.96,RENT,28000,Not Verified,car,12.6,0,0,6187,0.543,Paid
0.0991,708.95,MORTGAGE,50000,Verified,debt_consolidation,13.22,0,0,21470,0.498,Paid
0.1427,205.86,MORTGAGE,94800,Verified,car,24.53,0,0,71890,0.959,Paid
0.0991,339.25,OWN,40000,Verified,debt_consolidation,9.39,0,0,13270,0.285,Paid
0.0751,77.78,OWN,12000,Source Verified,debt_consolidation,16.3,0,0,4853,0.422,NotPaid
0.0991,435.04,MORTGAGE,36000,Source Verified,credit_card,22.93,0,0,25011,0.672,Paid
0.1242,835.39,RENT,225000,Verified,debt_consolidation,8.32,1,0,30449,0.346,Paid
0.1349,339.31,RENT,45900,Verified,small_business,24.97,0,0,8936,0.483,Paid
0.1349,84.83,RENT,27200,Not Verified,debt_consolidation,6.44,0,0,3473,0.681,Paid
0.1269,245.72,RENT,42000,Not Verified,debt_consolidation,22.57,0,0,7281,0.65,Paid
0.1242,133.67,RENT,135000,Verified,credit_card,12.12,0,0,29311,0.857,Paid
0.1349,339.31,RENT,65000,Not Verified,small_business,6.92,1,0,14292,0.695,NotPaid
0.1727,277.36,RENT,24000,Not Verified,debt_consolidation,16.1,0,0,2348,0.671,NotPaid
0.2089,539.84,RENT,70000,Source Verified,debt_consolidation,16.63,0,0,10470,0.799,NotPaid
0.1242,320.79,RENT,65000,Verified,debt_consolidation,11.65,0,0,11279,0.709,Paid
0.1171,464.07,RENT,60000,Not Verified,debt_consolidation,6.62,0,0,10543,0.799,NotPaid
0.1065,456.03,RENT,30000,Source Verified,credit_card,15.52,0,0,15542,0.656,Paid
0.1242,446.1,RENT,43000,Not Verified,debt_consolidation,20.57,0,0,11531,0.953,Paid
0.1677,533.08,RENT,42000,Verified,debt_consolidation,19.63,0,0,8238,0.749,NotPaid
0.1727,536.81,RENT,75000,Source Verified,debt_consolidation,16.03,0,0,13505,0.759,NotPaid
0.1349,253.06,MORTGAGE,129000,Verified,debt_consolidation,10.94,0,0,1735,0.241,Paid
0.1065,1140.07,MORTGAGE,168000,Verified,debt_consolidation,3.17,1,0,1099,0.014,Paid
0.1065,293.16,MORTGAGE,74000,Source Verified,credit_card,8.89,0,0,7388,0.717,Paid
0.1527,537.87,MORTGAGE,52000,Verified,debt_consolidation,15.23,0,0,18554,0.618,Paid
0.1269,536.72,RENT,58500,Source Verified,debt_consolidation,20.64,0,0,26224,0.893,NotPaid
0.1269,452.86,RENT,71000,Source Verified,debt_consolidation,11.97,0,0,6681,0.777,Paid
0.1269,805.08,RENT,75000,Verified,debt_consolidation,11.6,0,0,21609,0.846,Paid
0.1065,390.88,RENT,60000,Not Verified,credit_card,10.84,0,0,11849,0.488,Paid
0.1677,207.73,RENT,87996,Not Verified,major_purchase,11.35,0,0,9551,0.803,Paid
0.1758,704.64,MORTGAGE,140000,Verified,home_improvement,12.07,0,0,2686,0.134,Paid
0.0662,429.86,RENT,66000,Source Verified,debt_consolidation,11.15,0,0,12095,0.354,Paid
0.1427,411.71,MORTGAGE,70000,Not Verified,other,8.4,0,0,11546,0.862,NotPaid
0.1171,826.9,MORTGAGE,100000,Verified,debt_consolidation,6.88,0,0,21128,0.891,Paid
0.1269,301.91,RENT,50000,Source Verified,debt_consolidation,17.81,0,0,12752,0.554,Paid
0.1065,431.6,RENT,35000,Not Verified,debt_consolidation,24.93,0,0,13392,0.587,Paid
0.1349,678.61,RENT,75000,Verified,debt_consolidation,22.38,0,0,19548,0.908,Paid
0.1465,103.49,RENT,71000,Verified,medical,21.84,0,0,15072,0.887,Paid
0.1065,239.42,MORTGAGE,48000,Not Verified,debt_consolidation,11.93,0,0,15587,0.775,Paid
0.1527,400.18,RENT,36000,Not Verified,debt_consolidation,21.1,0,0,8969,0.767,Paid
0.1242,456.12,MORTGAGE,86000,Not Verified,debt_consolidation,12.29,0,0,16140,0.734,NotPaid
0.1629,370.66,RENT,30000,Source Verified,debt_consolidation,15,0,0,5379,0.555,NotPaid
0.0991,386.7,RENT,60000,Not Verified,debt_consolidation,15.5,0,0,12168,0.857,Paid
0.089,190.52,RENT,34000,Not Verified,credit_card,14.51,0,0,13683,0.648,Paid
0.1527,400.18,MORTGAGE,44200,Verified,credit_card,21.69,0,0,13147,0.9,Paid
0.1242,233.91,MORTGAGE,82000,Not Verified,debt_consolidation,12,0,0,25334,0.716,Paid
0.203,786.51,MORTGAGE,83000,Source Verified,debt_consolidation,20.93,0,0,22087,0.898,Paid
0.1527,69.6,RENT,41000,Verified,moving,17.74,0,0,18115,0.964,Paid
0.1349,394.45,MORTGAGE,36000,Source Verified,credit_card,19.33,0,0,19979,0.847,Paid
0.1427,517.21,RENT,35000,Verified,debt_consolidation,20.16,0,0,10570,0.896,NotPaid
0.1527,184.43,RENT,30000,Verified,credit_card,24.88,0,0,7855,0.827,Paid
0.0662,251.77,RENT,40000,Source Verified,home_improvement,11.1,0,0,2573,0.255,Paid
0.1242,400.99,MORTGAGE,105000,Not Verified,credit_card,13.98,0,0,11243,0.75,Paid
0.1427,296.78,MORTGAGE,45000,Source Verified,credit_card,7.6,0,0,6602,0.589,Paid
0.1727,294.98,MORTGAGE,109000,Verified,debt_consolidation,7.75,0,0,25435,0.503,Paid
0.1242,400.99,RENT,83000,Not Verified,debt_consolidation,11.81,0,0,16550,0.511,Paid
0.1269,318.68,MORTGAGE,52500,Source Verified,moving,23.54,0,0,23729,0.753,NotPaid
0.1349,251.09,OWN,25000,Source Verified,debt_consolidation,8.45,0,0,5199,0.928,Paid
0.1349,488.6,MORTGAGE,60000,Not Verified,debt_consolidation,16.92,0,0,23317,0.65,Paid
0.2391,519.76,MORTGAGE,120000,Verified,debt_consolidation,12.96,0,0,31992,0.99,Paid
0.079,225.29,RENT,68000,Source Verified,debt_consolidation,7.98,0,0,8783,0.829,NotPaid
0.1677,642.96,MORTGAGE,53000,Verified,home_improvement,11.77,0,0,7560,0.727,NotPaid
0.1171,154.69,MORTGAGE,69600,Verified,credit_card,26.22,0,0,45449,0.909,NotPaid
0.0751,124.45,RENT,65000,Source Verified,major_purchase,18.17,0,0,10032,0.507,Paid
0.1727,53.69,MORTGAGE,144000,Verified,debt_consolidation,8.23,1,0,14186,0.978,Paid
0.1242,654.94,RENT,75000,Verified,credit_card,11.62,0,0,20355,0.501,Paid
0.1171,82.69,MORTGAGE,29000,Verified,debt_consolidation,18.7,0,0,2668,0.667,Paid
0.1269,335.45,RENT,70000,Not Verified,credit_card,2.69,0,0,6035,0.702,NotPaid
0.0662,307.04,RENT,45000,Not Verified,credit_card,26.85,0,0,10133,0.704,Paid
0.1242,141.18,MORTGAGE,55200,Not Verified,other,17.61,0,0,4055,0.737,Paid
0.079,109.52,MORTGAGE,61440,Not Verified,vacation,6.46,1,0,15472,0.555,Paid
0.0662,368.45,MORTGAGE,56000,Not Verified,debt_consolidation,13.65,0,0,9873,0.803,Paid
0.089,523.93,RENT,47000,Source Verified,debt_consolidation,9.06,0,0,13917,0.388,Paid
0.2167,603.5,RENT,55000,Verified,debt_consolidation,15.62,0,0,20154,0.794,Paid
0.1465,413.94,RENT,71000,Verified,credit_card,14.87,0,0,17972,0.71,Paid
0.1269,352.48,RENT,50000,Source Verified,vacation,5.78,0,0,8079,0.357,NotPaid
0.1242,360.89,RENT,135000,Verified,credit_card,12.12,0,0,18467,0.745,Paid
0.1242,467.82,MORTGAGE,63000,Not Verified,credit_card,7.35,0,0,17212,0.978,Paid
0.1349,203.59,MORTGAGE,50000,Not Verified,debt_consolidation,15.58,0,0,7361,0.836,Paid
0.0991,386.7,RENT,80000,Not Verified,debt_consolidation,14.83,0,0,17536,0.677,Paid
0.1242,334.16,RENT,45000,Not Verified,debt_consolidation,10.45,0,0,10177,0.516,Paid
0.079,250.33,RENT,78000,Not Verified,vacation,6.09,0,0,15988,0.559,Paid
0.0991,455.18,RENT,33000,Verified,debt_consolidation,23.13,0,0,19472,0.66,Paid
0.1269,469.63,RENT,62800,Not Verified,debt_consolidation,19.24,0,0,13579,0.645,Paid
0.1727,224.36,RENT,26400,Source Verified,small_business,9.64,0,0,7411,0.501,Paid
0.1903,146.69,MORTGAGE,80000,Not Verified,vacation,20.59,1,0,6654,0.226,Paid
0.1269,134.18,RENT,25000,Not Verified,debt_consolidation,6.86,0,0,8546,0.797,NotPaid
0.0603,319.58,MORTGAGE,65000,Source Verified,debt_consolidation,10.36,0,0,10729,0.187,Paid
0.079,172.1,OWN,59000,Source Verified,car,6.65,0,1,9130,0.433,Paid
0.1171,243.11,RENT,33000,Verified,debt_consolidation,22.51,0,0,24782,0.779,Paid
0.1242,334.16,RENT,39000,Source Verified,credit_card,18.31,0,0,11691,0.906,NotPaid
0.0751,373.33,RENT,42000,Not Verified,debt_consolidation,10.74,0,0,18913,0.43,Paid
0.1171,110.5,MORTGAGE,38004,Not Verified,home_improvement,23.78,0,0,10023,0.573,Paid
0.1171,176.79,OWN,31000,Source Verified,other,16.22,0,0,2751,0.344,Paid
0.089,142.89,MORTGAGE,50700,Verified,other,23.43,0,0,9127,0.244,Paid
0.1242,601.48,OWN,75000,Verified,credit_card,12.51,0,0,14810,0.661,Paid
0.1349,282.96,MORTGAGE,30000,Source Verified,debt_consolidation,12.76,0,0,10981,0.555,Paid
0.1349,407.17,RENT,40000,Not Verified,debt_consolidation,15.72,0,0,10790,0.805,Paid
0.1349,339.31,MORTGAGE,50000,Not Verified,credit_card,5.88,1,0,8899,0.476,Paid
0.079,187.75,MORTGAGE,80000,Not Verified,other,8.87,0,0,19071,0.303,Paid
0.1269,402.54,RENT,40000,Not Verified,debt_consolidation,22.2,0,0,16273,0.555,Paid
0.089,381.04,RENT,80000,Not Verified,other,9.13,0,0,13088,0.835,NotPaid
0.1171,231.54,RENT,75000,Source Verified,debt_consolidation,15.57,0,0,22196,0.941,Paid
0.1864,690.56,MORTGAGE,85000,Verified,debt_consolidation,12,0,0,31071,0.53,Paid
0.079,43.81,RENT,28800,Not Verified,other,10,0,0,2016,0.099,Paid
0.1349,368.08,RENT,35000,Verified,small_business,16.22,0,0,19184,0.585,NotPaid
0.0991,103.12,RENT,61200,Not Verified,debt_consolidation,2.16,0,1,2795,0.333,Paid
0.079,250.33,RENT,40000,Not Verified,medical,13.35,0,0,2440,0.344,Paid
0.1269,268.32,RENT,25920,Source Verified,debt_consolidation,23.75,0,0,13932,0.941,NotPaid
0.0603,152.18,MORTGAGE,54000,Not Verified,home_improvement,3.82,0,0,1779,0.04,Paid
0.0662,55.27,RENT,18000,Not Verified,small_business,23.8,0,0,1792,0.398,Paid
0.089,1111.37,RENT,85000,Verified,debt_consolidation,17.73,0,0,16720,0.615,Paid
0.089,571.56,RENT,78000,Verified,credit_card,7,0,0,17769,0.663,Paid
0.079,438.07,OWN,45600,Not Verified,debt_consolidation,19.74,0,0,15846,0.639,NotPaid
0.1242,167.08,RENT,70000,Not Verified,debt_consolidation,20.06,0,0,13543,0.542,Paid
0.1596,281.1,RENT,70000,Source Verified,credit_card,14.04,0,0,24072,0.919,Paid
0.0603,304.36,MORTGAGE,80000,Not Verified,debt_consolidation,12.99,0,0,27644,0.452,Paid
0.0751,311.11,RENT,50000,Verified,debt_consolidation,4.63,0,0,6592,0.257,Paid
0.1242,400.99,MORTGAGE,35000,Verified,debt_consolidation,18.51,0,0,8198,0.757,Paid
0.079,725.94,MORTGAGE,65000,Verified,debt_consolidation,27.99,0,0,36381,0.47,Paid
0.1527,167.03,MORTGAGE,75000,Not Verified,debt_consolidation,9.3,0,0,22195,0.737,Paid
0.1171,241.46,RENT,35000,Not Verified,debt_consolidation,16.42,0,0,9628,0.446,Paid
0.0991,335.14,RENT,40000,Source Verified,debt_consolidation,11.67,0,0,11624,0.806,Paid
0.0991,212.69,MORTGAGE,100000,Not Verified,house,15.53,0,0,2171,0.278,Paid
0.089,381.04,OWN,40000,Not Verified,debt_consolidation,9.45,0,0,13756,0.374,Paid
0.1727,474.19,RENT,52000,Verified,debt_consolidation,23.7,0,0,15002,0.915,Paid
0.1171,396.92,RENT,92500,Source Verified,debt_consolidation,15.97,0,0,9558,0.562,Paid
0.0991,805.63,RENT,61000,Source Verified,debt_consolidation,10.35,0,0,23712,0.494,Paid
0.1065,195.44,RENT,36000,Not Verified,other,14.43,0,0,13626,0.485,Paid
0.0751,373.33,MORTGAGE,68000,Not Verified,credit_card,7.08,0,0,15433,0.556,Paid
0.1171,476.3,RENT,80000,Not Verified,credit_card,16.35,0,0,19983,0.484,Paid
0.1242,334.16,RENT,43000,Not Verified,credit_card,11.58,0,0,13034,0.655,Paid
